Time after synchronization (s),ADC I on secondary,ADC Q on secondary
0.000063570,624,804
0.000063580,900,276
0.000063590,1008,708
0.000063600,1036,588
0.000063610,1576,496
0.000063620,1020,776
0.000063630,1616,972
0.000063640,1452,288
0.000063650,1376,136
0.000063660,1140,788
0.000063670,796,852
0.000063680,1532,-144
0.000063690,1128,588
0.000063700,468,516
0.000063710,1372,-8
0.000063720,1208,-120
0.000063730,1680,-104
0.000063740,1468,-60
0.000063750,1096,-28
0.000063760,1660,40
0.000063770,1264,64
0.000063780,1168,-336
0.000063790,1264,-300
0.000063800,1148,-16
0.000063810,856,-180
0.000063820,1768,-456
0.000063830,852,-200
0.000063840,1760,-708
0.000063850,912,-544
0.000063860,1636,-780
0.000063870,732,-984
0.000063880,516,-808
0.000063890,1100,-1140
0.000063900,504,-740
0.000063910,576,-420
0.000063920,952,-1072
0.000063930,812,-880
0.000063940,928,-1204
0.000063950,736,-72
0.000063960,716,-1312
0.000063970,576,-1088
0.000063980,668,-1100
0.000063990,920,-1012
0.000064000,512,-1012
0.000064010,284,-1212
0.000064020,508,-584
0.000064030,256,-768
0.000064040,580,-636
0.000064050,276,-868
0.000064060,908,-696
0.000064070,236,-272
0.000064080,236,-852
0.000064090,-60,-580
0.000064100,840,-560
0.000064110,160,-372
0.000064120,-216,-424
0.000064130,248,-1128
0.000064140,-56,-388
0.000064150,-368,-1080
0.000064160,64,-608
0.000064170,-24,-644
0.000064180,-276,-444
0.000064190,-24,-584
0.000064200,-496,-836
0.000064210,-116,-464
0.000064220,-468,-448
0.000064230,-356,-472
0.000064240,-340,-164
0.000064250,332,-744
0.000064260,-88,-188
0.000064270,-692,28
0.000064280,-308,-120
0.000064290,120,-656
0.000064300,-124,-324
0.000064310,-424,304
0.000064320,-316,-128
0.000064330,-64,-392
0.000064340,164,240
0.000064350,580,60
0.000064360,-460,648
0.000064370,264,28
0.000064380,-280,292
0.000064390,-312,640
0.000064400,-100,56
0.000064410,148,808
0.000064420,76,376
0.000064430,-56,416
0.000064440,304,844
0.000064450,204,760
0.000064460,-180,468
0.000064470,368,680
0.000064480,196,488
0.000064490,852,392
0.000064500,460,204
0.000064510,460,760
0.000064520,36,116
0.000064530,-128,572
0.000064540,316,1020
0.000064550,596,956
0.000064560,224,928
0.000064570,992,172
0.000064580,1084,884
0.000064590,1100,460
0.000064600,1300,568
0.000064610,960,652
0.000064620,1248,296
0.000064630,928,316
0.000064640,556,448
0.000064650,1168,400
0.000064660,1280,164
0.000064670,1372,628
0.000064680,1116,112
0.000064690,1260,236
0.000064700,1396,56
0.000064710,1428,300
0.000064720,1672,104
0.000064730,1584,480
0.000064740,1400,-868
0.000064750,1404,28
0.000064760,972,-232
0.000064770,1036,-452
0.000064780,1180,324
0.000064790,996,-460
0.000064800,1104,-340
0.000064810,996,-528
0.000064820,1084,-244
0.000064830,912,340
0.000064840,948,-968
0.000064850,876,-548
0.000064860,744,-1060
0.000064870,748,-856
0.000064880,980,-908
0.000064890,900,-864
0.000064900,676,-900
0.000064910,1124,-284
0.000064920,420,-980
0.000064930,1020,-708
0.000064940,644,-980
0.000064950,864,-468
0.000064960,1236,-824
0.000064970,740,-752
0.000064980,1108,-1236
0.000064990,680,-1064
0.000065000,832,-404
0.000065010,636,-876
0.000065020,332,-880
0.000065030,956,-1376
0.000065040,404,-648
0.000065050,76,-884
0.000065060,568,-940
0.000065070,488,-1224
0.000065080,544,-1192
0.000065090,-400,-1188
0.000065100,552,-332
0.000065110,-156,-840
0.000065120,152,-824
0.000065130,-344,-980
0.000065140,-20,-660
0.000065150,-12,-864
0.000065160,-56,-540
0.000065170,-704,-336
0.000065180,-124,-40
0.000065190,-360,-320
0.000065200,-188,-532
0.000065210,-408,-664
0.000065220,-648,-344
0.000065230,-1036,-436
0.000065240,-512,-356
0.000065250,-676,-24
0.000065260,-260,72
0.000065270,-380,372
0.000065280,-292,-400
0.000065290,-276,-208
0.000065300,-76,-168
0.000065310,-160,592
0.000065320,-148,-88
0.000065330,-432,-188
0.000065340,-72,-140
0.000065350,-212,-72
0.000065360,-744,172
0.000065370,-44,-264
0.000065380,-408,236
0.000065390,-4,176
0.000065400,92,440
0.000065410,-68,64
0.000065420,4,404
0.000065430,-100,520
0.000065440,404,404
0.000065450,4,784
0.000065460,596,640
0.000065470,228,-164
0.000065480,184,644
0.000065490,316,424
0.000065500,408,948
0.000065510,772,592
0.000065520,608,1008
0.000065530,536,668
0.000065540,644,980
0.000065550,628,340
0.000065560,908,800
0.000065570,1424,616
0.000065580,1084,260
0.000065590,916,1644
0.000065600,672,372
0.000065610,1048,-308
0.000065620,1092,296
0.000065630,1264,416
0.000065640,1420,368
0.000065650,568,884
0.000065660,768,612
0.000065670,1408,364
0.000065680,992,388
0.000065690,1084,708
0.000065700,888,464
0.000065710,1596,-240
0.000065720,1580,304
0.000065730,960,116
0.000065740,1184,-80
0.000065750,1128,-52
0.000065760,1836,84
0.000065770,1412,200
0.000065780,1148,-152
0.000065790,1680,-212
0.000065800,1448,-260
0.000065810,1652,-916
0.000065820,1016,-492
0.000065830,1296,-332
0.000065840,1180,-300
0.000065850,796,-428
0.000065860,708,-368
0.000065870,912,-556
0.000065880,1168,168
0.000065890,788,-560
0.000065900,1444,-812
0.000065910,1052,-724
0.000065920,1068,-1344
0.000065930,804,-1408
0.000065940,1028,-944
0.000065950,744,-776
0.000065960,1128,-992
0.000065970,400,-868
0.000065980,444,-604
0.000065990,760,-1244
